legislation_id,annotations
1989_41_section-25A,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25A"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority"", ""to"": ""appoint an individual as the independent reviewing officer for that child's case"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""they are looking after a child."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25A""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25A"", ""type"": ""OBLIGATORY"", ""for"": ""the initial appointment under subsection (1)"", ""to"": ""be made"", ""conditions"": [{""type"": ""BEFORE"", ""text"": ""the child's case is first reviewed in accordance with regulations made under section 26."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25A""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25A"", ""type"": ""OBLIGATORY"", ""for"": ""the local authority"", ""to"": ""make another appointment under subsection (1) as soon as is practicable"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a vacancy arises in respect of a child's case."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25A""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25A"", ""type"": ""OBLIGATORY"", ""for"": ""an appointee"", ""to"": ""be of a description prescribed in regulations made by the Secretary of State."", ""conditions"": []}]"
1989_41_section-25B,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25B"", ""type"": ""OBLIGATORY"", ""for"": ""the independent reviewing officer"", ""to"": ""(a)monitor the performance by the local authority of their functions in relation to the child's case, (b)participate, in accordance with regulations made by the Secretary of State, in any review of the child's case, (c)ensure that any ascertained wishes and feelings of the child concerning the case are given due consideration by the local authority, (d)perform any other function which is prescribed in regulations made by the Secretary of State."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25B"", ""type"": ""OBLIGATORY"", ""for"": ""An independent reviewing officer's functions"", ""to"": ""be performed— (a)in such manner (if any) as may be prescribed in regulations made by the Secretary of State; and (b)having regard to such guidance as that authority may issue in relation to the discharge of those functions."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25B"", ""type"": ""PERMITTED"", ""for"": ""the child"", ""to"": ""be referred by that officer to — (a)an officer of the Children and Family Court Advisory and Support Service"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the independent reviewing officer considers it appropriate to do so."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25B""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25B"", ""type"": ""OBLIGATORY"", ""for"": ""the local authority"", ""to"": ""(a)to cooperate with that individual and (b)to take all such reasonable steps as that individual may require of them to enable that individual's functions under this section to be performed satisfactorily"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the independent reviewing officer is not an officer of the local authority."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25B""}]}]"
1989_41_section-25C,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/25C"", ""type"": ""PERMITTED"", ""for"": ""Lord Chancellor"", ""to"": ""In relation to children whose cases are referred to officers under section 25B(3), (a)extend any functions of the officers in respect of family proceedings (within the meaning of section 12 of the Criminal Justice and Court Services Act 2000) to other proceedings (b)require any functions of the officers to be performed in the manner prescribed by the regulations, in relation to children whose cases are referred to officers under section 25B(3)"", ""conditions"": []}]"
1989_41_section-26,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""make regulations requiring the case of each child who is being looked after by a local authority to be reviewed in accordance with the provisions of the regulations."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""PERMITTED"", ""for"": ""the regulations"", ""to"": ""in particular, make provision— (a)as to the manner in which each case is to be reviewed (b)as to the considerations to which the local authority are to have regard in reviewing each case (c)as to the time when each case is first to be reviewed and the frequency of subsequent reviews (d)requiring the authority, before conducting any review, to seek the views of (i)the child (ii)his parents (iii)any person who is not a parent of his but who has parental responsibility for him and (iv)any other person whose views the authority consider to be relevant, including, in particular, the views of those persons in relation to any particular matter which is to be considered in the course of the review (e)requiring the authority ... , in the case of a child who is in their care (i)to keep the section 31A plan for the child under review and, if they are of the opinion that some change is required, to revise the plan, or make a new plan, accordingly, (ii)to consider, whether an application should be made to discharge the care order (f)requiring the authority . . . , in the case of a child in accommodation provided by the authority (i)if there is no plan for the future care of the child, to prepare one (ii)if there is such a plan for the child, to keep it under review and, if they are of the opinion that some change is required, to revise the plan or make a new plan, accordingly, (iii)to consider, whether the accommodation accords with the requirements of this Part (g)requiring the authority to inform the child, so far as is reasonably practicable, of any steps he may take under this Act (h)requiring the authority to make arrangements, including arrangements with such other bodies providing services as it considers appropriate, to implement any decision which they propose to make in the course, or as a result, of the review (i)requiring the authority to notify details of the result of the review and of any decision taken by them in consequence of the review to (i)the child (ii)his parents (iii)any person who is not a parent of his but who has parental responsibility for him and (iv)any other person whom they consider ought to be notified; (j)requiring the authority to monitor the arrangements which they have made with a view to ensuring that they comply with the regulations."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""every local authority"", ""to"": ""establish a procedure for considering any representations (including any complaint) made to them by — (a)any child who is being looked after by them or who is not being looked after by them but is in need (b)a parent of his (c)any person who is not a parent of his but who has parental responsibility for him (d)any local authority foster parent (e)such other person as the authority consider has a sufficient interest in the child’s welfare to warrant his representations being considered by them, about the discharge by the authority of any of their qualifying functions in relation to the child."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""the procedure"", ""to"": ""ensure that at least one person who is not a member or officer of the authority takes part in (a)the consideration and (b)any discussions which are held by the authority about the action (if any) to be taken in relation to the child in the light of the consideration"", ""conditions"": [{""type"": ""SUBJECT TO"", ""text"": ""subsection (5A)"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""PERMITTED"", ""for"": ""Regulations"", ""to"": ""be made by the Secretary of State imposing time limits on the making of representations under this section."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""the local authority"", ""to"": ""comply with any regulations made by the Secretary of State for the purpose of regulating the procedure to be followed"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""carrying out any consideration of representations under this section"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""PERMITTED"", ""for"": ""regulations under subsection (5)"", ""to"": ""provide that subsection (4) does not apply in relation to any consideration or discussion which takes place as part of a procedure for which provision is made by the regulations for the purpose of resolving informally the matters raised in the representations."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""PERMITTED"", ""for"": ""Secretary of State"", ""to"": ""make regulations requiring local authorities to monitor the arrangements that they have made with a view to ensuring that they comply with any regulations made for the purposes of subsection (5)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""a local authority"", ""to"": ""(a)have due regard to the findings of those considering the representation and (b)take such steps as are reasonably practicable to notify (in writing) — (i)the person making the representation (ii)the child (if the authority consider that he has sufficient understanding) and (iii)such other persons (if any) as appear to the authority to be likely to be affected, of the authority’s decision in the matter and their reasons for taking that decision and of any action which they have taken, or propose to take"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""any representation has been considered under the procedure established by a local authority under this section."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26"", ""type"": ""OBLIGATORY"", ""for"": ""every local authority"", ""to"": ""give such publicity to their procedure for considering representations under this section as they consider appropriate."", ""conditions"": []}]"
1989_41_section-26A,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26A"", ""type"": ""OBLIGATORY"", ""for"": ""every local authority"", ""to"": ""make arrangements for the provision of assistance to (a)persons who make or intend to make representations under section 24D and (b)children who make or intend to make representations under section 26."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26A"", ""type"": ""OBLIGATORY"", ""for"": ""the assistance provided under the arrangements"", ""to"": ""include assistance by way of representation."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26A"", ""type"": ""OBLIGATORY"", ""for"": ""the arrangements made"", ""to"": ""(a)secure that a person may not provide assistance if he is a person who is prevented from doing so by regulations made by the Secretary of State and (b)comply with any other provision made by the regulations in relation to the arrangements."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26A"", ""type"": ""OBLIGATORY"", ""for"": ""An authority whose help is so requested"", ""to"": ""comply with the request if it is compatible with their own statutory or other duties and obligations and does not unduly prejudice the discharge of any of their functions."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26A"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""make regulations requiring local authorities to monitor the steps that they have taken with a view to ensuring that they comply with regulations made for the purposes of subsection (3)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/26A"", ""type"": ""OBLIGATORY"", ""for"": ""every local authority"", ""to"": ""give such publicity to their arrangements for the provision of assistance under this section as they consider appropriate."", ""conditions"": []}]"
1989_41_section-27,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/27"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""request the help of that other authority specifying the action in question"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it appears to a local authority that any authority mentioned in subsection (3) could, by taking any specified action, help in the exercise of any of their functions under this Part."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/27""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/27"", ""type"": ""OBLIGATORY"", ""for"": ""an authority whose help is requested"", ""to"": ""comply with the request"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""it is compatible with their own statutory or other duties and obligations and does not unduly prejudice the discharge of any of their functions."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/27""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/27"", ""type"": ""PROHIBITED"", ""for"": ""the Secretary of State"", ""to"": ""authorise the Welsh Ministers under subsection (3)(e) without their consent."", ""conditions"": []}]"
1989_41_section-29,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""recover from a person specified in subsection (4) such charge for the service as they consider reasonable"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a local authority provide any service under section 17 or 18, other than advice, guidance or counselling."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PROHIBITED"", ""for"": ""a local authority"", ""to"": ""require a person to pay more than he can reasonably be expected to pay"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the authority are satisfied that that person’s means are insufficient for it to be reasonably practicable for him to pay the charge."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PERMITTED"", ""for"": ""any charge under subsection (1)"", ""to"": ""be recovered summarily as a civil debt, without prejudice to any other method of recovery."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""recover from that other authority any reasonable expenses incurred by them in providing the accommodation and maintaining him"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the local authority provide any accommodation under section 20(1) for a child who was (immediately before they began to look after him) ordinarily resident within the area of another local authority or the area of a local authority in Wales."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""recover from another authority any reasonable expenses incurred by them in providing the accommodation and maintaining a child"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""local authority provide accommodation under section 21(1) or (2)(a) or (b) for a child who is ordinarily resident within the area of another local authority or the area of a local authority in Wales and they are not maintaining him in — (a)a community home provided by them, (b)a controlled community home or (c)a hospital vested in the Secretary of State or , the Welsh Ministers ... or any other hospital made available pursuant to arrangements made by the Secretary of State, NHS England or an integrated care board under the National Health Service Act 2006 or by ..., a Local Health Board ..."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PERMITTED"", ""for"": ""a local authority"", ""to"": ""recover from the local authority or a local authority in Wales in whose area the child or person is ordinarily resident any reasonable expenses incurred by them in respect of that person"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a local authority comply with any request under section 27(2) or section 164A(2) of the Social Services and Well-being (Wales) Act 2014 (duty of other persons to co-operate and provide information) in relation to a child or other person who is not ordinarily resident within their area"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}, {""type"": ""UNLESS"", ""text"": ""where subsection (10) or subsection (11) applies."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PERMITTED"", ""for"": ""Authority A"", ""to"": ""recover from authority B any reasonable expenses incurred by them in respect of that person"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""a local authority (“authority A”) comply with any request under section 27(2) from another local authority (“authority B”) in relation to a child or other person — (a)whose responsible authority is authority B for the purposes of section 23B or 23C or (b)whom authority B are advising or befriending or to whom they are giving assistance by virtue of section 24(5)(a)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29"", ""type"": ""PERMITTED"", ""for"": ""a local authority (“authority A”)"", ""to"": ""recover from authority B any reasonable expenses incurred by them in respect of that person"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the local authority (“authority A”) comply with any request under section 164A(2) of the Social Services and Well-being (Wales) Act 2014 (duty of other persons to co-operate and provide information) from the local authority in Wales (“authority B”) in relation to a person, and authority B are the responsible local authority for that person (within the meaning of section 104(5)(b) (except for category 4 young persons) or (d) of that Act)"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/29""}]}]"
1989_41_section-3,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/3"", ""type"": ""PERMITTED"", ""for"": ""A person who—"", ""to"": ""do what is reasonable in all the circumstances of the case for the purpose of safeguarding or promoting the child’s welfare"", ""conditions"": [{""type"": ""SUBJECT TO"", ""text"": ""the provisions of this Act."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/3""}]}]"
1989_41_section-30,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/30"", ""type"": ""PROHIBITED"", ""for"": ""anything in this Part"", ""to"": ""affect any duty imposed on a local authority by or under any other enactment."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/30"", ""type"": ""OBLIGATORY"", ""for"": ""the Secretary of State"", ""to"": ""determined by agreement between the local authorities concerned or, in default of agreement any question arising under section 20(2), 21(3) or 29(7) to (9) as to the ordinary residence of a child, but see subsection (2C)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/30"", ""type"": ""OBLIGATORY"", ""for"": ""the local authority and local authority in Wales concerned, or the Secretary of State in default of agreement."", ""to"": ""determine any questions arising as to whether a child is ordinarily resident — (a)in the area of a local authority under section 20(2), 21(3) or 29(7) to (9), or (b)in the area of a local authority in Wales under section 76(2), 77(4) or (5), or 193(3) to (6) of the Social Services and Well-being (Wales) Act 2014."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/30"", ""type"": ""OBLIGATORY"", ""for"": ""Secretary of State"", ""to"": ""consult the Welsh Ministers before making a determination under subsection (2C)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/30"", ""type"": ""PERMITTED"", ""for"": ""the Secretary of State"", ""to"": ""make regulations for determining, as respects any education functions specified in the regulations, whether a child who is being looked after by a local authority is to be treated, for purposes so specified, as a child of parents of sufficient resources or as a child of parents without resources."", ""conditions"": []}]"
1989_41_section-31,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PERMITTED"", ""for"": ""The court"", ""to"": ""make an order— (a) placing the child with respect to whom the application is made in the care of a designated local authority; or (b) putting him under the supervision of a designated local authority . . .."", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""receiving the application of any local authority or authorised person"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PERMITTED"", ""for"": ""A court"", ""to"": ""make a care order or supervision order"", ""conditions"": [{""type"": ""ONLY IF"", ""text"": ""it is satisfied— (a)that the child concerned is suffering, or is likely to suffer, significant harm; and (b)that the harm, or likelihood of harm, is attributable to— (i)the care given to the child, or likely to be given to him if the order were not made, not being what it would be reasonable to expect a parent to give to him; or (ii)the child’s being beyond parental control."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PROHIBITED"", ""for"": ""care order or supervision order"", ""to"": ""be made with respect to a child who has reached the age of seventeen (or sixteen, in the case of a child who is married)."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""OBLIGATORY"", ""for"": ""A court"", ""to"": ""consider the permanence provisions of the section 31A plan for the child concerned, but"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""deciding whether to make a care order."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PERMITTED"", ""for"": ""A court"", ""to"": ""not consider the remainder of the section 31A plan, subject to section 34(11)."", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""deciding whether to make a care order."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PERMITTED"", ""for"": ""The Secretary of State"", ""to"": ""by regulations, amend this section for the purpose of altering what for the purposes of subsection (3A) are the permanence provisions of a section 31A plan."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PERMITTED"", ""for"": ""An application under this section"", ""to"": ""be made on its own or in any other family proceedings."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PERMITTED"", ""for"": ""A court"", ""to"": ""(a) on an application for a care order, make a supervision order; (b) on an application for a supervision order, make a care order."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""OBLIGATORY"", ""for"": ""an authorised person"", ""to"": ""consult the local authority appearing to him to be the authority in whose area the child concerned is ordinarily resident"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the authorised person proposes to make an application under this section"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}, {""type"": ""WHEN/IF/WHERE"", ""text"": ""it is reasonably practicable to do so"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}, {""type"": ""BEFORE"", ""text"": ""making the application"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""PROHIBITED"", ""for"": ""An application made by an authorised person"", ""to"": ""be entertained by the court"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""at the time when it is made, the child concerned is— (a) the subject of an earlier application for a care order, or supervision order, which has not been disposed of; or (b) subject to— (i) a care order or supervision order; (ii) a youth rehabilitation order within the meaning given by section 173 of the Sentencing Code; or (iii) a compulsory supervision order or interim compulsory supervision order as defined by sections 83 and 86 of the Children’s Hearings (Scotland) Act    2011."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""OBLIGATORY"", ""for"": ""The local authority designated in a care order"", ""to"": ""be— (a)the authority within whose area the child is ordinarily resident; or (b)where the child does not reside in the area of a local authority, the authority within whose area any circumstances arose in consequence of which the order is being made."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31"", ""type"": ""OBLIGATORY"", ""for"": ""a child's health or development"", ""to"": ""be compared with that which could reasonably be expected of a similar child"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the question of whether harm suffered by the child is significant turns on the child’s health or development."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31""}]}]"
1989_41_section-31A,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31A"", ""type"": ""OBLIGATORY"", ""for"": ""an appropriate local authority"", ""to"": ""within such time as the court may direct, prepare a plan (“ a care plan ”) for the future care of the child"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""an application is made on which a care order might be made with respect to a child"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31A""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31A"", ""type"": ""OBLIGATORY"", ""for"": ""the appropriate local authority"", ""to"": ""keep any care plan prepared by them under review and, if they are of the opinion some change is required, revise the plan, or make a new plan, accordingly"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""the application is pending."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31A""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/31A"", ""type"": ""OBLIGATORY"", ""for"": ""A care plan"", ""to"": ""give any prescribed information and do so in the prescribed manner."", ""conditions"": []}]"
1989_41_section-32,"[{""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""A court in which an application for an order under this Part is proceeding"", ""to"": ""(in the light of any provision in rules of court that is of the kind mentioned in subsection (2) (a) draw up a timetable with a view to disposing of the application— (i) without delay, and (ii) in any event within twenty-six weeks beginning with the day on which the application was issued; and (b) give such directions as it considers appropriate for the purpose of ensuring, so far as is reasonably practicable, that that timetable is adhered to."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""PERMITTED"", ""for"": ""Rules of court"", ""to"": ""(a) specify periods within which specified steps must be taken in relation to such proceedings; and (b) make other provision with respect to such proceedings for the purpose of ensuring, so far as is reasonably practicable, that they are disposed of without delay."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""a court"", ""to"": ""in particular have regard to— (a) the impact which the timetable would have on the welfare of the child to whom the application relates; and (b) the impact which the timetable would have on the conduct of the proceedings"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""drawing up a timetable under subsection (1)(a)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""a court"", ""to"": ""in particular have regard to— (a) the impact which any revision would have on the welfare of the child to whom the application relates; and (b) the impact which any revision would have on the duration and conduct of the proceedings"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""revising a timetable drawn up under subsection (1)(a) or when making any decision which may give rise to a need to revise such a timetable (which does not include a decision under subsection (5))."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""PERMITTED"", ""for"": ""A court in which an application under this Part is proceeding"", ""to"": ""extend the period that is for the time being allowed under subsection (1)(a)(ii) in the case of the application,"", ""conditions"": [{""type"": ""ONLY IF"", ""text"": ""the court considers that the extension is necessary to enable the court to resolve the proceedings justly."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""a court"", ""to"": ""in particular have regard to— (a) the impact which any ensuing timetable revision would have on the welfare of the child to whom the application relates, and (b) the impact which any ensuing timetable revision would have on the duration and conduct of the proceedings;"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""deciding whether to grant an extension under subsection (5),"", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""OBLIGATORY"", ""for"": ""a court"", ""to"": ""take account of the following guidance: extensions are not to be granted routinely and are to be seen as requiring specific justification"", ""conditions"": [{""type"": ""WHEN/IF/WHERE"", ""text"": ""deciding whether to grant an extension under subsection (5)."", ""section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32""}]}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""PERMITTED"", ""for"": ""The Lord Chancellor"", ""to"": ""by regulations amend subsection (1)(a)(ii), or the opening words of subsection (8), for the purpose of varying the period for the time being specified in that provision."", ""conditions"": []}, {""main_section"": ""https://www.legislation.gov.uk/ukpga/1989/41/section/32"", ""type"": ""PERMITTED"", ""for"": ""Rules of court"", ""to"": ""provide that a court— (a) when deciding whether to exercise the power under subsection (5), or (b) when deciding how to exercise that power, must, or may or may not, have regard to matters specified in the rules, or must take account of any guidance set out in the rules."", ""conditions"": []}]"
